検索キーワード レポート
2025年10月27日 - 2025年11月25日
キーワードのステータス,キーワード,マッチタイプ,広告グループ,ステータス,ステータスの理由,コンバージョン,通貨コード,コンバージョン単価,最終ページ URL,クリック数,表示回数,クリック率,平均クリック単価,費用
有効,坂戸市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,中野区 デザイン住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,小金井市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,吉川市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,桶川市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,飯能市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,所沢市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま市 注文住宅 リゾート,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
一時停止,流山市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,練馬区 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,,0,0, --,0,0
有効,東久留米市 平屋,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,所沢市 住宅会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,,0,0, --,0,0
有効,板橋区 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,越谷市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,荒川区 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,八千代市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,東松山市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,習志野市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,西東京市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
有効,所沢市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,比企郡川島町 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,平屋 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,1,45,2.22%,22,22
有効,坂戸市 住宅会社,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,1,0.00%,0,0
有効,武蔵野市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,黒澤 工務 店,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
一時停止,東村山市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,富士見市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,桶川市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,豊島区 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,上尾市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
有効,松戸市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
有効,加須市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,小金井市 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,東大和市 住宅会社,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,北葛飾郡松伏町 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,川口市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,ふじみ野市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,東大和市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま市 平屋 リゾート,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
一時停止,ふじみ野市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,東京都 住宅展示場,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,3,76,3.95%,59,178
有効,練馬区 建築会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,北葛飾郡松伏町 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,野田市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,戸田市 建築会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,行田市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,川越市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたまハウジングパーク,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
有効,北足立郡伊奈町 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,小金井市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,川口市 住宅会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,東村山市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,入間市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,豊島区 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,浦安市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,狭山市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,小平市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,東大和市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,小平市 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,柏市 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,比企郡川島町 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,板橋区 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,板橋区 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま 和モダン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率,0.00,JPY,0,,0,0, --,0,0
有効,越谷市 住宅会社,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,鶴ヶ島市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,桶川市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,さいたま 市 住宅 展示 場,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/model/,0,1,0.00%,0,0
有効,東久留米市 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,東松山市 家づくり,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,上尾市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,板橋区 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,東村山市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,さいたま 家づくり,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,比企郡川島町 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,ふじみ野市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,和光市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,戸田市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,入間市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,加須市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,吉川市 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,1,0.00%,0,0
有効,上尾市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,日高市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,草加市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,入間郡三芳町 長期優良住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,鴻巣市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,入間市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,ふじみ野市 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,武蔵野市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,埼玉 住宅展示場,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,3,0.00%,0,0
有効,埼玉 モデルハウス,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,白井市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,狭山市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,坂戸市 家づくり,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,白井市 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鶴ヶ島市 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,豊島区 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,入間郡三芳町 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,朝霞市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,加須市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,荒川区 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,豊島区 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,白岡市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,志木市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鶴ヶ島市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,一戸建て 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,2,223,0.90%,55,109
有効,鶴ヶ島市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,三郷市 家 建てる,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
有効,西東京市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,北足立郡伊奈町 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,北区 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,小平市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,戸田市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,加須市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,飯能市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鴻巣市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,川越市 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,21,0.00%,0,0
一時停止,北本市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 長期優良住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,川口市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東松山市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東村山市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,草加市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,日高市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,八千代市 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,武蔵野市 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,流山市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,柏市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,所沢市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,さいたま モデルハウス,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,幸手市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鎌ヶ谷市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東久留米市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,志木市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,小金井市 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,松戸市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,ふじみ野市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,さいたま市 家 購入,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
一時停止,草加市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,越谷市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,久喜市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,加須市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,入間市 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,上尾市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,八千代市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,小平市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,越谷市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,吉川市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,八潮市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,板橋区 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,白岡市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,行田市 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,入間市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,足立区 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,13,0.00%,0,0
一時停止,朝霞市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,越谷市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,浦安市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,北区 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,坂戸市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,朝霞市 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,北区 建築会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,入間市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,三郷市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,市川市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,和光市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,柏市 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,南埼玉郡宮代町 ハウスメーカー,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,板橋区 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
有効,白岡市 リノベーション,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,上尾市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,荒川区 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,日高市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,富士見市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,板橋区 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北区 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,船橋市 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,越谷市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,浦安市 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,清瀬市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,比企郡川島町 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,久喜市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,浦安市 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,柏市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,埼玉 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,19,556,3.42%,119,2264
有効,行田市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,入間郡三芳町 ハウスメーカー,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,幸手市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,板橋区 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,八千代市 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,ふじみ野市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,市川市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
