収支区分,管理番号,発生日,支払期日,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,支払日,支払口座,支払金額
支出,,2023/08/27,,,旅費交通費,課対仕入10%,500,内税,45,,,,,2023/08/27,freeeセゾンプラチナビジネスカード,500
支出,,2023/08/27,,コーナン,仕入高,課対仕入10%,140,内税,12,"",,,,2023/08/27,現金,140
支出,,2023/08/27,,天府,会議費,課対仕入10%,4609,内税,419,"",,,,2023/08/27,現金,4609
支出,,2023/08/27,,,支払手数料,課対仕入10%,110,内税,10,,,,,2023/08/27,みずほ（法人）（API）,110
支出,,2023/08/27,,,支払手数料,課対仕入10%,110,内税,10,,,,,2023/08/27,みずほ（法人）（API）,110
支出,,2023/08/26,,ケンデポ,仕入高,課対仕入10%,58808,内税,5346,"",,,,2023/08/26,現金,58808
支出,,2023/08/26,,,車両費,課対仕入10%,3628,内税,329,,,,,2023/08/26,freeeセゾンプラチナビジネスカード,3628
支出,,2023/08/26,,パークシップ蕨,車両費,課対仕入10%,500,内税,45,"",,,,2023/08/26,現金,500
支出,,2023/08/26,,セブンイレブン,会議費,課対仕入10%,1023,内税,93,"",,,,2023/08/26,現金,1023
支出,,2023/08/26,,セブンイレブン,会議費,課対仕入10%,352,内税,32,"",,,,2023/08/26,現金,352
支出,,2023/08/26,,セブンイレブン,会議費,課対仕入10%,2146,内税,195,"",,,,2023/08/26,現金,2146
支出,,2023/08/26,,セブンイレブン,会議費,課対仕入10%,443,内税,40,"",,,,2023/08/26,現金,443
支出,,2023/08/26,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/26,現金,1800
支出,,2023/08/26,,ロイヤルホームセンター,仕入高,課対仕入10%,17230,内税,1566,"",,,,2023/08/26,現金,17230
支出,,2023/08/26,,栄サンパーキング,車両費,課対仕入10%,700,内税,63,"",,,,2023/08/26,現金,700
支出,,2023/08/25,,,新聞図書費,課対仕入10%,960,内税,87,"",,,,2023/08/25,現金,960
支出,,2023/08/25,,焼肉うらいち,交際費,課対仕入10%,11115,内税,1010,"",,,,2023/08/25,現金,11115
支出,,2023/08/25,,荒川4丁目駐車場,車両費,課対仕入10%,660,内税,60,"",,,,2023/08/25,現金,660
支出,,2023/08/25,,ケンデポ,仕入高,課対仕入10%,11641,内税,1058,"",,,,2023/08/25,現金,11641
支出,,2023/08/25,,ケンデポ,仕入高,課対仕入10%,7690,内税,699,"",,,,2023/08/25,現金,7690
支出,,2023/08/25,,,車両費,課対仕入10%,8201,内税,745,,,,,2023/08/25,freeeセゾンプラチナビジネスカード,8201
支出,,2023/08/25,,,車両費,課対仕入10%,9901,内税,900,,,,,2023/08/25,freeeセゾンプラチナビジネスカード,9901
支出,,2023/08/25,,,未払金,対象外,200000,内税,0,,,,,2023/08/25,川口信金（法人）（API）,200000
支出,,2023/08/25,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/08/25,川口信金（法人）（API）,440
支出,,2023/08/25,,,未払金,対象外,200000,内税,0,,,,,2023/08/25,川口信金（法人）（API）,200000
支出,,2023/08/25,,,未払金,対象外,85000,内税,0,,,,,2023/08/25,川口信金（法人）（API）,85000
支出,,2023/08/25,,,未払金,対象外,250000,内税,0,,,,,2023/08/25,川口信金（法人）（API）,250000
支出,,2023/08/25,,,未払金,対象外,220000,内税,0,,,,,2023/08/25,川口信金（法人）（API）,220000
支出,,2023/08/25,,セブンイレブン,会議費,課対仕入10%,226,内税,20,"",,,,2023/08/25,現金,226
支出,,2023/08/25,,セブンイレブン,会議費,課対仕入10%,248,内税,22,"",,,,2023/08/25,現金,248
支出,,2023/08/25,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/25,現金,1800
支出,,2023/08/25,,すき家,会議費,課対仕入10%,1110,内税,100,"",,,,2023/08/25,現金,1110
支出,,2023/08/25,,ナビパーク,車両費,課対仕入10%,800,内税,72,"",,,,2023/08/25,現金,800
支出,,2023/08/25,,新栄建機株式会社,外注費,課対仕入10%,238342,内税,21667,"",,,,2023/08/25,現金,238342
支出,,2023/08/25,,新栄建機株式会社,外注費,課対仕入10%,6843,内税,622,"",,,,2023/08/25,現金,6843
支出,,2023/08/25,,,消耗品費,課対仕入10%,4790,内税,435,,,,,2023/08/25,freeeセゾンプラチナビジネスカード,4790
支出,,2023/08/25,,,支払手数料,課対仕入10%,220,内税,20,,,,,2023/08/25,みずほ（法人）（API）,220
支出,,2023/08/25,,,支払手数料,課対仕入10%,220,内税,20,,,,,2023/08/25,みずほ（法人）（API）,220
支出,,2023/08/24,,,通信費,課対仕入10%,1730,内税,157,"",,,,2023/08/24,現金,1730
支出,,2023/08/24,,,旅費交通費,課対仕入10%,5000,内税,454,,,,,2023/08/24,freeeセゾンプラチナビジネスカード,5000
支出,,2023/08/24,,ファミリーマート,会議費,課対仕入10%,1170,内税,106,"",,,,2023/08/24,現金,1170
支出,,2023/08/24,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/24,現金,1800
支出,,2023/08/24,,山田太郎,会議費,課対仕入10%,1760,内税,160,"",,,,2023/08/24,現金,1760
支出,,2023/08/24,,コモディイイダ駐車場,車両費,課対仕入10%,1500,内税,136,"",,,,2023/08/24,現金,1500
支出,,2023/08/24,,ENEOS,車両費,課対仕入10%,10894,内税,990,"",,,,2023/08/24,現金,10894
支出,,2023/08/24,,,仕入高,課対仕入10%,12474,内税,1134,,,,,2023/08/24,freeeセゾンプラチナビジネスカード,12474
支出,,2023/08/23,,ロイヤルホームセンター,仕入高,課対仕入10%,11521,内税,1047,"",,,,2023/08/23,現金,11521
支出,,2023/08/23,,ケンデポ,仕入高,課対仕入10%,10419,内税,947,"",,,,2023/08/23,現金,10419
支出,,2023/08/23,,セブンイレブン,会議費,課対仕入10%,2432,内税,221,"",,,,2023/08/23,現金,2432
支出,,2023/08/23,,セブンイレブン,会議費,課対仕入10%,725,内税,65,"",,,,2023/08/23,現金,725
支出,,2023/08/23,,セブンイレブン,会議費,課対仕入10%,816,内税,74,"",,,,2023/08/23,現金,816
支出,,2023/08/23,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/23,現金,1800
支出,,2023/08/23,,福寿魔,会議費,課対仕入10%,3883,内税,353,"",,,,2023/08/23,現金,3883
支出,,2023/08/23,,ロイヤルホームセンター,仕入高,課対仕入10%,273,内税,24,"",,,,2023/08/23,現金,273
支出,,2023/08/23,,樹モールプラザ駐車場,車両費,課対仕入10%,600,内税,54,"",,,,2023/08/23,現金,600
支出,,2023/08/23,,,仕入高,課対仕入10%,14146,内税,1286,,,,,2023/08/23,freeeセゾンプラチナビジネスカード,14146
収入,,2023/08/23,,,売掛金,対象外,130000,内税,0,,,,,2023/08/23,川口信金（法人）（API）,130000
支出,,2023/08/22,,そば処砂場,会議費,課対仕入10%,3450,内税,313,"",,,,2023/08/22,現金,3450
支出,,2023/08/22,,パークシップ蕨,車両費,課対仕入10%,200,内税,18,"",,,,2023/08/22,現金,200
支出,,2023/08/22,,セブンイレブン,会議費,課対仕入10%,2175,内税,197,"",,,,2023/08/22,現金,2175
支出,,2023/08/22,,ユニディカンパニー,仕入高,課対仕入10%,13134,内税,1194,"",,,,2023/08/22,現金,13134
支出,,2023/08/22,,しゃかりき川口店,会議費,課対仕入10%,3710,内税,337,"",,,,2023/08/22,現金,3710
支出,,2023/08/22,,樹モールプラザ駐車場,車両費,課対仕入10%,400,内税,36,"",,,,2023/08/22,現金,400
支出,,2023/08/22,,,仕入高,課対仕入10%,8789,内税,799,,,,,2023/08/22,freeeセゾンプラチナビジネスカード,8789
支出,,2023/08/21,,,旅費交通費,課対仕入10%,340,内税,30,"",,,,2023/08/21,現金,340
支出,,2023/08/21,,株式会社イシダ,外注費,課対仕入10%,11110,内税,1010,"",,,,2023/08/21,現金,11110
支出,,2023/08/21,,中華料理たかさご,会議費,課対仕入10%,4960,内税,450,"",,,,2023/08/21,現金,4960
支出,,2023/08/21,,荒川4丁目駐車場,車両費,課対仕入10%,1100,内税,100,"",,,,2023/08/21,現金,1100
支出,,2023/08/21,,ケンデポ,仕入高,課対仕入10%,5066,内税,460,"",,,,2023/08/21,現金,5066
支出,,2023/08/21,,ケンデポ,仕入高,課対仕入10%,16269,内税,1479,"",,,,2023/08/21,現金,16269
支出,,2023/08/21,,セブンイレブン,会議費,課対仕入10%,1846,内税,167,"",,,,2023/08/21,現金,1846
支出,,2023/08/21,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/21,現金,1800
支出,,2023/08/21,,寿司銚子丸,会議費,課対仕入10%,6050,内税,550,"",,,,2023/08/21,現金,6050
支出,,2023/08/21,,,消耗品費,課対仕入10%,2580,内税,234,,,,,2023/08/21,freeeセゾンプラチナビジネスカード,2580
支出,,2023/08/21,,,車両費,課対仕入10%,3350,内税,304,,,,,2023/08/21,freeeセゾンプラチナビジネスカード,3350
支出,,2023/08/21,,,支払手数料,課対仕入10%,110,内税,10,,,,,2023/08/21,川口信金（法人）（API）,110
支出,,2023/08/21,,,支払手数料,課対仕入10%,110,内税,10,,,,,2023/08/21,川口信金（法人）（API）,110
収入,,2023/08/21,,,受取利息,非課売上,5,内税,0,,,,,2023/08/21,みずほ（法人）（API）,5
支出,,2023/08/20,,,仕入高,課対仕入10%,26780,内税,2434,"",,,,2023/08/20,現金,26780
支出,,2023/08/20,,焼肉うらいち,交際費,課対仕入10%,44088,内税,4008,"",,,,2023/08/20,現金,44088
支出,,2023/08/20,,岩舟ゴルフクラブ,交際費,課対仕入10%,27630,内税,2511,"",,,,2023/08/20,現金,27630
支出,,2023/08/20,,サイクルベースあさひ,交際費,課対仕入10%,26780,内税,2434,"",,,,2023/08/20,現金,26780
支出,,2023/08/19,,セブンイレブン,会議費,課対仕入10%,1672,内税,152,"",,,,2023/08/19,現金,1672
支出,,2023/08/19,,栄サンパーキング,車両費,課対仕入10%,1300,内税,118,"",,,,2023/08/19,現金,1300
支出,,2023/08/19,,ファミリーマート,会議費,課対仕入10%,2742,内税,249,"",,,,2023/08/19,現金,2742
支出,,2023/08/19,,福寿魔,会議費,課対仕入10%,5445,内税,495,"",,,,2023/08/19,現金,5445
支出,,2023/08/19,,樹モールプラザ駐車場,車両費,課対仕入10%,1600,内税,145,"",,,,2023/08/19,現金,1600
支出,,2023/08/19,,,仕入高,課対仕入10%,9446,内税,858,,,,,2023/08/19,freeeセゾンプラチナビジネスカード,9446
支出,,2023/08/18,,ENEOS,車両費,課対仕入10%,4360,内税,396,"",,,,2023/08/18,現金,4360
支出,,2023/08/18,,ファミリーマート,会議費,課対仕入10%,902,内税,82,"",,,,2023/08/18,現金,902
支出,,2023/08/18,,ケンデポ,仕入高,課対仕入10%,19164,内税,1742,"",,,,2023/08/18,現金,19164
支出,,2023/08/18,,しゃかりき川口店,会議費,課対仕入10%,4400,内税,400,"",,,,2023/08/18,現金,4400
支出,,2023/08/18,,ファミリーマート,会議費,課対仕入10%,517,内税,47,"",,,,2023/08/18,現金,517
支出,,2023/08/18,,,車両費,課対仕入10%,9400,内税,854,,,,,2023/08/18,freeeセゾンプラチナビジネスカード,9400
支出,,2023/08/18,,,消耗品費,課対仕入10%,24663,内税,2242,,,,,2023/08/18,freeeセゾンプラチナビジネスカード,24663
支出,,2023/08/17,,,旅費交通費,課対仕入10%,750,内税,68,"",,,,2023/08/17,現金,750
支出,,2023/08/17,,,旅費交通費,課対仕入10%,750,内税,68,"",,,,2023/08/17,現金,750
支出,,2023/08/17,,セブンイレブン,会議費,課対仕入10%,1794,内税,163,"",,,,2023/08/17,現金,1794
支出,,2023/08/17,,足立入谷ＳＳ,車両費,課対仕入10%,9423,内税,856,"",,,,2023/08/17,現金,9423
支出,,2023/08/17,,大阪王将飯田橋支店,会議費,課対仕入10%,4400,内税,400,"",,,,2023/08/17,現金,4400
支出,,2023/08/17,,,車両費,課対仕入10%,4181,内税,380,,,,,2023/08/17,freeeセゾンプラチナビジネスカード,4181
支出,,2023/08/17,,,仕入高,課対仕入10%,162,内税,14,,,,,2023/08/17,freeeセゾンプラチナビジネスカード,162
支出,,2023/08/17,,,仕入高,課対仕入10%,11970,内税,1088,,,,,2023/08/17,freeeセゾンプラチナビジネスカード,11970
収入,,2023/08/16,,,売掛金,対象外,43340,内税,0,"",,,,2023/08/16,川口信金（法人）（API）,43340
支出,,2023/08/16,,,支払手数料,課対仕入10%,3300,内税,300,,,,,2023/08/16,川口信金（法人）（API）,3300
支出,,2023/08/15,,出光石油,車両費,課対仕入10%,8446,内税,767,"",,,,2023/08/15,現金,8446
収入,,2023/08/15,,,売掛金,対象外,338250,内税,0,,,,,2023/08/15,川口信金（法人）（API）,338250
支出,,2023/08/15,,,支払手数料,課対仕入10%,3300,内税,300,,,,,2023/08/15,みずほ（法人）（API）,3300
支出,,2023/08/14,,,消耗品費,課対仕入10%,17779,内税,1616,,,,,2023/08/14,freeeセゾンプラチナビジネスカード,17779
支出,,2023/08/14,,,消耗品費,課対仕入10%,27300,内税,2481,,,,,2023/08/14,freeeセゾンプラチナビジネスカード,27300
支出,,2023/08/13,,,通信費,課対仕入10%,2378,内税,216,"",,,,2023/08/13,現金,2378
支出,,2023/08/13,,十勝甘納豆本店,交際費,課対仕入10%,17280,内税,1570,"",,,,2023/08/13,現金,17280
支出,,2023/08/13,,,車両費,課対仕入10%,6171,内税,561,,,,,2023/08/13,freeeセゾンプラチナビジネスカード,6171
支出,,2023/08/12,,,新聞図書費,課対仕入10%,990,内税,90,"",,,,2023/08/12,現金,990
支出,,2023/08/12,,樹モールプラザ駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/12,現金,1800
支出,,2023/08/12,,アップルパーク,車両費,課対仕入10%,1000,内税,90,"",,,,2023/08/12,現金,1000
支出,,2023/08/11,,ラーメンかいりきや,会議費,課対仕入10%,2398,内税,218,"",,,,2023/08/11,現金,2398
支出,,2023/08/11,,平城苑,交際費,課対仕入10%,13825,内税,1256,"",,,,2023/08/11,現金,13825
支出,,2023/08/11,,スポーツオーソリティー,交際費,課対仕入10%,29890,内税,2717,"",,,,2023/08/11,現金,29890
支出,,2023/08/11,,京カントリークラブ,交際費,課対仕入10%,31000,内税,2818,"",,,,2023/08/11,現金,31000
支出,,2023/08/11,,,旅費交通費,課対仕入10%,10000,内税,909,,,,,2023/08/11,freeeセゾンプラチナビジネスカード,10000
支出,,2023/08/11,,,車両費,課対仕入10%,8411,内税,764,,,,,2023/08/11,freeeセゾンプラチナビジネスカード,8411
支出,,2023/08/10,,,旅費交通費,課対仕入10%,460,内税,41,"",,,,2023/08/10,現金,460
支出,,2023/08/10,,,旅費交通費,課対仕入10%,630,内税,57,"",,,,2023/08/10,現金,630
支出,,2023/08/10,,,新聞図書費,課対仕入10%,2189,内税,199,"",,,,2023/08/10,現金,2189
支出,,2023/08/10,,セブンイレブン,会議費,課対仕入10%,1377,内税,125,"",,,,2023/08/10,現金,1377
支出,,2023/08/10,,ケンデポ,仕入高,課対仕入10%,14691,内税,1335,"",,,,2023/08/10,現金,14691
支出,,2023/08/10,,大阪王将飯田橋支店,会議費,課対仕入10%,2340,内税,212,"",,,,2023/08/10,現金,2340
支出,,2023/08/10,,すき家,会議費,課対仕入10%,1050,内税,95,"",,,,2023/08/10,現金,1050
支出,,2023/08/10,,荒川4丁目駐車場,車両費,課対仕入10%,110,内税,10,"",,,,2023/08/10,現金,110
支出,,2023/08/10,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/10,現金,1800
支出,,2023/08/10,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/10,現金,1800
支出,,2023/08/10,,栄サンパーキング,車両費,課対仕入10%,800,内税,72,"",,,,2023/08/10,現金,800
支出,,2023/08/10,,エコロパーク浅草橋,車両費,課対仕入10%,200,内税,18,"",,,,2023/08/10,現金,200
支出,,2023/08/10,,コーナン,仕入高,課対仕入10%,10061,内税,914,"",,,,2023/08/10,現金,10061
支出,,2023/08/10,,,車両費,課対仕入10%,7320,内税,665,,,,,2023/08/10,freeeセゾンプラチナビジネスカード,7320
収入,,2023/08/10,,株式会社アストライズ,売掛金,対象外,999490,内税,0,"",,,,2023/08/10,みずほ（法人）（API）,999490
支出,,2023/08/09,,,通信費,課対仕入10%,2920,内税,265,"",,,,2023/08/09,現金,2920
支出,,2023/08/09,,セブンイレブン,会議費,課対仕入10%,1161,内税,105,"",,,,2023/08/09,現金,1161
支出,,2023/08/09,,株式会社イシダ,外注費,課対仕入10%,24310,内税,2210,"",,,,2023/08/09,現金,24310
支出,,2023/08/09,,テクニカルパーク,車両費,課対仕入10%,300,内税,27,"",,,,2023/08/09,現金,300
支出,,2023/08/09,,日本パーキング,車両費,課対仕入10%,880,内税,80,"",,,,2023/08/09,現金,880
支出,,2023/08/09,,寿司銚子丸,会議費,課対仕入10%,5038,内税,458,"",,,,2023/08/09,現金,5038
支出,,2023/08/09,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/08/09,川口信金（法人）（API）,440
支出,,2023/08/09,,,外注費,課対仕入10%,1331550,内税,121050,,,,,2023/08/09,川口信金（法人）（API）,1331550
支出,,2023/08/09,,,仕入高,課対仕入10%,12076,内税,1097,,,,,2023/08/09,freeeセゾンプラチナビジネスカード,12076
支出,,2023/08/08,,,旅費交通費,課対仕入10%,390,内税,35,"",,,,2023/08/08,現金,390
支出,,2023/08/08,,,通信費,課対仕入10%,2700,内税,245,"",,,,2023/08/08,現金,2700
支出,,2023/08/08,,セブンイレブン,会議費,課対仕入10%,1006,内税,91,"",,,,2023/08/08,現金,1006
支出,,2023/08/08,,セブンイレブン,会議費,課対仕入10%,701,内税,63,"",,,,2023/08/08,現金,701
支出,,2023/08/08,,福寿魔,会議費,課対仕入10%,3080,内税,280,"",,,,2023/08/08,現金,3080
支出,,2023/08/08,,ロイヤルホームセンター,仕入高,課対仕入10%,18711,内税,1701,"",,,,2023/08/08,現金,18711
支出,,2023/08/08,,ケンデポ,仕入高,課対仕入10%,14526,内税,1320,"",,,,2023/08/08,現金,14526
支出,,2023/08/08,,荒川4丁目駐車場,車両費,課対仕入10%,1320,内税,120,"",,,,2023/08/08,現金,1320
支出,,2023/08/08,,ＡＢＣマート,交際費,課対仕入10%,9900,内税,900,"",,,,2023/08/08,現金,9900
支出,,2023/08/08,,荒川4丁目駐車場,車両費,課対仕入10%,880,内税,80,"",,,,2023/08/08,現金,880
支出,,2023/08/08,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/08,現金,1800
支出,,2023/08/08,,,車両費,課対仕入10%,7140,内税,649,,,,,2023/08/08,freeeセゾンプラチナビジネスカード,7140
支出,,2023/08/07,,,旅費交通費,課対仕入10%,300,内税,27,"",,,,2023/08/07,現金,300
支出,,2023/08/07,,,旅費交通費,課対仕入10%,580,内税,52,"",,,,2023/08/07,現金,580
支出,,2023/08/07,,セブンイレブン,会議費,課対仕入10%,827,内税,75,"",,,,2023/08/07,現金,827
支出,,2023/08/07,,セブンイレブン,会議費,課対仕入10%,850,内税,77,"",,,,2023/08/07,現金,850
支出,,2023/08/07,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/07,現金,1800
支出,,2023/08/07,,荒川4丁目駐車場,車両費,課対仕入10%,660,内税,60,"",,,,2023/08/07,現金,660
支出,,2023/08/07,,,支払手数料,課対仕入10%,270,内税,24,,,,,2023/08/07,川口信金（法人）（API）,270
支出,,2023/08/07,,,未払金,対象外,20000,内税,0,,,,,2023/08/07,川口信金（法人）（API）,20000
支出,,2023/08/07,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/08/07,川口信金（法人）（API）,440
支出,,2023/08/07,,,未払金,対象外,100000,内税,0,,,,,2023/08/07,川口信金（法人）（API）,100000
支出,,2023/08/07,,,未払金,対象外,420000,内税,0,,,,,2023/08/07,川口信金（法人）（API）,420000
支出,,2023/08/07,,,未払金,対象外,380000,内税,0,,,,,2023/08/07,川口信金（法人）（API）,380000
支出,,2023/08/07,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/08/07,川口信金（法人）（API）,440
支出,,2023/08/07,,,外注費,課対仕入10%,3500000,内税,318181,,,,,2023/08/07,川口信金（法人）（API）,3500000
支出,,2023/08/07,,,支払手数料,課対仕入10%,270,内税,24,,,,,2023/08/07,川口信金（法人）（API）,270
支出,,2023/08/07,,,外注費,課対仕入10%,24200,内税,2200,,,,,2023/08/07,川口信金（法人）（API）,24200
支出,,2023/08/07,,,旅費交通費,課対仕入10%,58642,内税,5331,,,,,2023/08/07,川口信金（法人）（API）,58642
支出,,2023/08/07,,セブンイレブン,会議費,課対仕入10%,201,内税,18,"",,,,2023/08/07,現金,201
支出,,2023/08/07,,ケンデポ,仕入高,課対仕入10%,4471,内税,406,"",,,,2023/08/07,現金,4471
支出,,2023/08/07,,セブンイレブン,会議費,課対仕入10%,605,内税,55,"",,,,2023/08/07,現金,605
支出,,2023/08/07,,ローソン,会議費,課対仕入10%,562,内税,51,"",,,,2023/08/07,現金,562
支出,,2023/08/07,,キグナス石油,車両費,課対仕入10%,1000,内税,90,"",,,,2023/08/07,現金,1000
支出,,2023/08/07,,しゃかりき川口店,会議費,課対仕入10%,2000,内税,181,"",,,,2023/08/07,現金,2000
支出,,2023/08/06,,まねきねこ,交際費,課対仕入10%,20050,内税,1822,"",,,,2023/08/06,現金,20050
支出,,2023/08/05,,,外注費,課対仕入10%,20000,内税,1818,,,,,2023/08/05,みずほ（法人）（API）,20000
支出,,2023/08/05,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/05,現金,1800
支出,,2023/08/05,,セブンイレブン,会議費,課対仕入10%,643,内税,58,"",,,,2023/08/05,現金,643
支出,,2023/08/05,,セブンイレブン,会議費,課対仕入10%,1188,内税,108,"",,,,2023/08/05,現金,1188
支出,,2023/08/05,,ファミリーマート,会議費,課対仕入10%,1550,内税,140,"",,,,2023/08/05,現金,1550
支出,,2023/08/05,,福寿魔,会議費,課対仕入10%,5148,内税,468,"",,,,2023/08/05,現金,5148
支出,,2023/08/05,,セブンイレブン,会議費,課対仕入10%,754,内税,68,"",,,,2023/08/05,現金,754
支出,,2023/08/05,,養老乃瀧鳩ヶ谷南店,交際費,課対仕入10%,14476,内税,1316,"",,,,2023/08/05,現金,14476
支出,,2023/08/05,,ENEOS,車両費,課対仕入10%,3110,内税,282,"",,,,2023/08/05,現金,3110
支出,,2023/08/05,,栄サンパーキング,車両費,課対仕入10%,1600,内税,145,"",,,,2023/08/05,現金,1600
支出,,2023/08/05,,島忠ホームズ,仕入高,課対仕入10%,2448,内税,222,"",,,,2023/08/05,現金,2448
支出,,2023/08/05,,ケンデポ,仕入高,課対仕入10%,14784,内税,1344,"",,,,2023/08/05,現金,14784
支出,,2023/08/05,,ダイソー,消耗品費,課対仕入10%,444,内税,40,"",,,,2023/08/05,現金,444
支出,,2023/08/05,,,支払手数料,課対仕入10%,330,内税,30,,,,,2023/08/05,みずほ（法人）（API）,330
支出,,2023/08/04,,,通信費,課対仕入10%,5200,内税,472,,,,,2023/08/04,freeeセゾンプラチナビジネスカード,5200
支出,,2023/08/04,,,通信費,課対仕入10%,110,内税,10,,,,,2023/08/04,freeeセゾンプラチナビジネスカード,110
支出,,2023/08/04,,,通信費,課対仕入10%,110,内税,10,,,,,2023/08/04,freeeセゾンプラチナビジネスカード,110
支出,,2023/08/04,,,通信費,課対仕入10%,110,内税,10,,,,,2023/08/04,freeeセゾンプラチナビジネスカード,110
支出,,2023/08/04,,,通信費,課対仕入10%,110,内税,10,,,,,2023/08/04,freeeセゾンプラチナビジネスカード,110
支出,,2023/08/04,,,旅費交通費,課対仕入10%,5000,内税,454,,,,,2023/08/04,freeeセゾンプラチナビジネスカード,5000
支出,,2023/08/04,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/04,現金,1800
支出,,2023/08/04,,コーナン,仕入高,課対仕入10%,1078,内税,98,"",,,,2023/08/04,現金,1078
支出,,2023/08/04,,セブンイレブン,会議費,課対仕入10%,507,内税,46,"",,,,2023/08/04,現金,507
支出,,2023/08/04,,足立入谷ＳＳ,車両費,課対仕入10%,9945,内税,904,"",,,,2023/08/04,現金,9945
支出,,2023/08/04,,ファミリーマート,会議費,課対仕入10%,1184,内税,107,"",,,,2023/08/04,現金,1184
支出,,2023/08/04,,ケンデポ,仕入高,課対仕入10%,25539,内税,2321,"",,,,2023/08/04,現金,25539
支出,,2023/08/04,,セブンイレブン,会議費,課対仕入10%,3729,内税,339,"",,,,2023/08/04,現金,3729
支出,,2023/08/04,,ケンデポ,仕入高,課対仕入10%,9125,内税,829,"",,,,2023/08/04,現金,9125
支出,,2023/08/04,,ケンデポ,仕入高,課対仕入10%,7335,内税,666,"",,,,2023/08/04,現金,7335
支出,,2023/08/04,,つかさ苑,会議費,課対仕入10%,4100,内税,372,"",,,,2023/08/04,現金,4100
支出,,2023/08/03,,,仕入高,課対仕入10%,2845,内税,258,"",,,,2023/08/03,現金,2845
支出,,2023/08/03,,,新聞図書費,課対仕入10%,1026,内税,93,"",,,,2023/08/03,現金,1026
支出,,2023/08/03,,川崎有五,仕入高,課対仕入10%,94380,内税,8580,"",,,,2023/08/03,現金,94380
支出,,2023/08/03,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/03,現金,1800
支出,,2023/08/03,,ローソン,会議費,課対仕入10%,521,内税,47,"",,,,2023/08/03,現金,521
支出,,2023/08/03,,セブンイレブン,会議費,課対仕入10%,410,内税,37,"",,,,2023/08/03,現金,410
支出,,2023/08/03,,神保商店,車両費,課対仕入10%,9350,内税,850,"",,,,2023/08/03,現金,9350
支出,,2023/08/03,,セブンイレブン,会議費,課対仕入10%,1421,内税,129,"",,,,2023/08/03,現金,1421
支出,,2023/08/03,,(株)イハシエネルギー,車両費,課対仕入10%,6000,内税,545,"",,,,2023/08/03,現金,6000
支出,,2023/08/03,,ケンデポ,仕入高,課対仕入10%,6799,内税,618,"",,,,2023/08/03,現金,6799
支出,,2023/08/03,,ケンデポ,仕入高,課対仕入10%,21043,内税,1913,"",,,,2023/08/03,現金,21043
支出,,2023/08/03,,幸楽苑,会議費,課対仕入10%,1650,内税,150,"",,,,2023/08/03,現金,1650
支出,,2023/08/02,,栄サンパーキング,車両費,課対仕入10%,900,内税,81,"",,,,2023/08/02,現金,900
支出,,2023/08/02,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/02,現金,1800
支出,,2023/08/02,,セブンイレブン,会議費,課対仕入10%,536,内税,48,"",,,,2023/08/02,現金,536
支出,,2023/08/02,,しゃかりき川口店,会議費,課対仕入10%,1520,内税,138,"",,,,2023/08/02,現金,1520
支出,,2023/08/02,,しゃかりき川口店,会議費,課対仕入10%,1000,内税,90,"",,,,2023/08/02,現金,1000
支出,,2023/08/02,,セブンイレブン,会議費,課対仕入10%,982,内税,89,"",,,,2023/08/02,現金,982
支出,,2023/08/02,,ケンデポ,仕入高,課対仕入10%,19030,内税,1730,"",,,,2023/08/02,現金,19030
支出,,2023/08/02,,ケンデポ,仕入高,課対仕入10%,52757,内税,4796,"",,,,2023/08/02,現金,52757
支出,,2023/08/02,,三井のリパーク,車両費,課対仕入10%,800,内税,72,"",,,,2023/08/02,現金,800
支出,,2023/08/02,,荒川4丁目駐車場,車両費,課対仕入10%,1320,内税,120,"",,,,2023/08/02,現金,1320
支出,,2023/08/02,,豊田屋,交際費,課対仕入10%,22750,内税,2068,"",,,,2023/08/02,現金,22750
